期間,幣別,匯率,年月,年份,月份,年初匯率,調整後匯率,月升值率
2015-08-01,韓元KRW/USD,99.81390627643368,2015-08-01,2015,8,92.07409913720178,108.40606338998617,-0.02948874541964645
2015-09-01,韓元KRW/USD,100.24530536288299,2015-09-01,2015,9,92.07409913720178,108.87459807073985,-0.004322033898308196
2015-10-01,韓元KRW/USD,96.83640669937411,2015-10-01,2015,10,92.07409913720178,105.1722553973359,0.03400556915028426
2015-11-01,韓元KRW/USD,97.5638639824057,2015-11-01,2015,11,92.07409913720178,105.96233348644932,-0.007512229210342017
2015-12-01,韓元KRW/USD,99.23870749450178,2015-12-01,2015,12,92.07409913720178,107.78135048231516,-0.017166637766602908
2016-01-01,韓元KRW/USD,101.82710201319598,2016-01-01,2016,1,101.82710201319598,100,-0.02608250937606789
2016-02-01,韓元KRW/USD,103.239722551176,2016-02-01,2016,2,101.82710201319598,101.38727363349392,-0.013872736334939139
2016-03-01,韓元KRW/USD,100,2016-03-01,2016,3,101.82710201319598,98.20568200697767,0.03138058172880181
2016-04-01,韓元KRW/USD,96.99712400609042,2016-04-01,2016,4,101.82710201319598,95.25668715733495,0.030028759939095834
2016-05-01,韓元KRW/USD,99.35713077313478,2016-05-01,2016,5,101.82710201319598,97.5743478983217,-0.024330688061392252
2016-06-01,韓元KRW/USD,98.8326848249027,2016-06-01,2016,6,101.82710201319598,97.05931217810242,0.0052783926443041975
2016-07-01,韓元KRW/USD,96.57418372525801,2016-07-01,2016,7,101.82710201319598,94.84133577006126,0.022851763094830134
2016-08-01,韓元KRW/USD,94.0365420402639,2016-08-01,2016,8,101.82710201319598,92.34922744641942,0.026276605062626267
2016-09-01,韓元KRW/USD,93.6220605650482,2016-09-01,2016,9,101.82710201319598,91.94218308689128,0.004407663938112749
2016-10-01,韓元KRW/USD,95.2292336322111,2016-10-01,2016,10,101.82710201319598,93.52051835853106,-0.017166606432959752
2016-11-01,韓元KRW/USD,98.11368634748769,2016-11-01,2016,11,101.82710201319598,96.35321481973722,-0.030289571860010432
2016-12-01,韓元KRW/USD,100.093046861783,2016-12-01,2016,12,101.82710201319598,98.29705931217775,-0.020174152944218593
2017-01-01,韓元KRW/USD,100,2017-01-01,2017,1,100,100,9.296036508058498e-4
2017-02-01,韓元KRW/USD,96.71798342074102,2017-02-01,2017,2,100,96.71798342074102,0.03282016579258979
2017-03-01,韓元KRW/USD,95.9143968871595,2017-03-01,2017,3,100,95.9143968871595,0.008308553437118036
2017-04-01,韓元KRW/USD,95.8890204703096,2017-04-01,2017,4,100,95.8890204703096,2.645735955546828e-4
2017-05-01,韓元KRW/USD,95.13618677042798,2017-05-01,2017,5,100,95.13618677042798,0.007851093860268624
2017-06-01,韓元KRW/USD,95.7198443579766,2017-06-01,2017,6,100,95.7198443579766,-0.006134969325153131
2017-07-01,韓元KRW/USD,95.8467264422264,2017-07-01,2017,7,100,95.8467264422264,-0.001325556733829214
2017-08-01,韓元KRW/USD,95.7029267467434,2017-08-01,2017,8,100,95.7029267467434,0.0015003088871238105
2017-09-01,韓元KRW/USD,95.82980883099297,2017-09-01,2017,9,100,95.82980883099297,-0.0013257910553283092
2017-10-01,韓元KRW/USD,95.54220944002712,2017-10-01,2017,10,100,95.54220944002712,0.003001147497571104
2017-11-01,韓元KRW/USD,93.28370834038229,2017-11-01,2017,11,100,93.28370834038229,0.02363877822045258
2017-12-01,韓元KRW/USD,91.86262899678559,2017-12-01,2017,12,100,91.86262899678559,0.015233949945593234
2018-01-01,韓元KRW/USD,90.21316190153951,2018-01-01,2018,1,90.21316190153951,100,0.017955801104971622
2018-02-01,韓元KRW/USD,91.41431229910341,2018-02-01,2018,2,90.21316190153951,101.33145804031885,-0.013314580403188477
2018-03-01,韓元KRW/USD,90.61072576552189,2018-03-01,2018,3,90.21316190153951,100.44069385841536,0.0087905986860375325
2018-04-01,韓元KRW/USD,90.34850279140579,2018-04-01,2018,4,90.21316190153951,100.15002344116262,0.0028939507094851817
2018-05-01,韓元KRW/USD,92.70850955845029,2018-05-01,2018,5,90.21316190153951,102.76605719643688,-0.02612114970508384
2018-06-01,韓元KRW/USD,92.70850955845029,2018-06-01,2018,6,90.21316190153951,102.76605719643688,-0
2018-07-01,韓元KRW/USD,94.98392826932842,2018-07-01,2018,7,90.21316190153951,105.28832630098456,-0.024543795620439093
2018-08-01,韓元KRW/USD,94.8401285738454,2018-08-01,2018,8,90.21316190153951,105.1289263947492,0.0015139371270818038
2018-09-01,韓元KRW/USD,94.730164100829,2018-09-01,2018,9,90.21316190153951,105.00703234880453,0.0011594719942917703
1960-01-01,人民幣CNY/USD,35.6886053928675,1960-01-01,1960,1,35.6886053928675,100,NA
1960-02-01,人民幣CNY/USD,35.6886053928675,1960-02-01,1960,2,35.6886053928675,100,-0
1960-03-01,人民幣CNY/USD,35.6886053928675,1960-03-01,1960,3,35.6886053928675,100,-0
1960-04-01,人民幣CNY/USD,35.6886053928675,1960-04-01,1960,4,35.6886053928675,100,-0
1960-05-01,人民幣CNY/USD,35.6886053928675,1960-05-01,1960,5,35.6886053928675,100,-0
1960-06-01,人民幣CNY/USD,35.6886053928675,1960-06-01,1960,6,35.6886053928675,100,-0
1960-07-01,人民幣CNY/USD,35.6886053928675,1960-07-01,1960,7,35.6886053928675,100,-0
1960-08-01,人民幣CNY/USD,35.6886053928675,1960-08-01,1960,8,35.6886053928675,100,-0
1960-09-01,人民幣CNY/USD,35.6886053928675,1960-09-01,1960,9,35.6886053928675,100,-0
1960-10-01,人民幣CNY/USD,35.6886053928675,1960-10-01,1960,10,35.6886053928675,100,-0
1960-11-01,人民幣CNY/USD,35.6886053928675,1960-11-01,1960,11,35.6886053928675,100,-0
1960-12-01,人民幣CNY/USD,35.6886053928675,1960-12-01,1960,12,35.6886053928675,100,-0
1961-01-01,人民幣CNY/USD,35.6886053928675,1961-01-01,1961,1,35.6886053928675,100,-0
1961-02-01,人民幣CNY/USD,35.6886053928675,1961-02-01,1961,2,35.6886053928675,100,-0
1961-03-01,人民幣CNY/USD,35.6886053928675,1961-03-01,1961,3,35.6886053928675,100,-0
1961-04-01,人民幣CNY/USD,35.6886053928675,1961-04-01,1961,4,35.6886053928675,100,-0
1961-05-01,人民幣CNY/USD,35.6886053928675,1961-05-01,1961,5,35.6886053928675,100,-0
1961-06-01,人民幣CNY/USD,35.6886053928675,1961-06-01,1961,6,35.6886053928675,100,-0
1961-07-01,人民幣CNY/USD,35.6886053928675,1961-07-01,1961,7,35.6886053928675,100,-0
1961-08-01,人民幣CNY/USD,35.6886053928675,1961-08-01,1961,8,35.6886053928675,100,-0
1961-09-01,人民幣CNY/USD,35.6886053928675,1961-09-01,1961,9,35.6886053928675,100,-0
1961-10-01,人民幣CNY/USD,35.6886053928675,1961-10-01,1961,10,35.6886053928675,100,-0
1961-11-01,人民幣CNY/USD,35.6886053928675,1961-11-01,1961,11,35.6886053928675,100,-0
1961-12-01,人民幣CNY/USD,35.6886053928675,1961-12-01,1961,12,35.6886053928675,100,-0
1962-01-01,人民幣CNY/USD,35.6886053928675,1962-01-01,1962,1,35.6886053928675,100,-0
1962-02-01,人民幣CNY/USD,35.6886053928675,1962-02-01,1962,2,35.6886053928675,100,-0
1962-03-01,人民幣CNY/USD,35.6886053928675,1962-03-01,1962,3,35.6886053928675,100,-0
1962-04-01,人民幣CNY/USD,35.6886053928675,1962-04-01,1962,4,35.6886053928675,100,-0
1962-05-01,人民幣CNY/USD,35.6886053928675,1962-05-01,1962,5,35.6886053928675,100,-0
1962-06-01,人民幣CNY/USD,35.6886053928675,1962-06-01,1962,6,35.6886053928675,100,-0
1962-07-01,人民幣CNY/USD,35.6886053928675,1962-07-01,1962,7,35.6886053928675,100,-0
1962-08-01,人民幣CNY/USD,35.6886053928675,1962-08-01,1962,8,35.6886053928675,100,-0
1962-09-01,人民幣CNY/USD,35.6886053928675,1962-09-01,1962,9,35.6886053928675,100,-0
1962-10-01,人民幣CNY/USD,35.6886053928675,1962-10-01,1962,10,35.6886053928675,100,-0
1962-11-01,人民幣CNY/USD,35.6886053928675,1962-11-01,1962,11,35.6886053928675,100,-0
1962-12-01,人民幣CNY/USD,35.6886053928675,1962-12-01,1962,12,35.6886053928675,100,-0
1963-01-01,人民幣CNY/USD,35.6886053928675,1963-01-01,1963,1,35.6886053928675,100,-0
1963-02-01,人民幣CNY/USD,35.6886053928675,1963-02-01,1963,2,35.6886053928675,100,-0
1963-03-01,人民幣CNY/USD,35.6886053928675,1963-03-01,1963,3,35.6886053928675,100,-0
1963-04-01,人民幣CNY/USD,35.6886053928675,1963-04-01,1963,4,35.6886053928675,100,-0
1963-05-01,人民幣CNY/USD,35.6886053928675,1963-05-01,1963,5,35.6886053928675,100,-0
1963-06-01,人民幣CNY/USD,35.6886053928675,1963-06-01,1963,6,35.6886053928675,100,-0
1963-07-01,人民幣CNY/USD,35.6886053928675,1963-07-01,1963,7,35.6886053928675,100,-0
1963-08-01,人民幣CNY/USD,35.6886053928675,1963-08-01,1963,8,35.6886053928675,100,-0
1963-09-01,人民幣CNY/USD,35.6886053928675,1963-09-01,1963,9,35.6886053928675,100,-0
1963-10-01,人民幣CNY/USD,35.6886053928675,1963-10-01,1963,10,35.6886053928675,100,-0
1963-11-01,人民幣CNY/USD,35.6886053928675,1963-11-01,1963,11,35.6886053928675,100,-0
1963-12-01,人民幣CNY/USD,35.6886053928675,1963-12-01,1963,12,35.6886053928675,100,-0
1964-01-01,人民幣CNY/USD,35.6886053928675,1964-01-01,1964,1,35.6886053928675,100,-0
1964-02-01,人民幣CNY/USD,35.6886053928675,1964-02-01,1964,2,35.6886053928675,100,-0
1964-03-01,人民幣CNY/USD,35.6886053928675,1964-03-01,1964,3,35.6886053928675,100,-0
1964-04-01,人民幣CNY/USD,35.6886053928675,1964-04-01,1964,4,35.6886053928675,100,-0
1964-05-01,人民幣CNY/USD,35.6886053928675,1964-05-01,1964,5,35.6886053928675,100,-0
1964-06-01,人民幣CNY/USD,35.6886053928675,1964-06-01,1964,6,35.6886053928675,100,-0
1964-07-01,人民幣CNY/USD,35.6886053928675,1964-07-01,1964,7,35.6886053928675,100,-0
1964-08-01,人民幣CNY/USD,35.6886053928675,1964-08-01,1964,8,35.6886053928675,100,-0
1964-09-01,人民幣CNY/USD,35.6886053928675,1964-09-01,1964,9,35.6886053928675,100,-0
1964-10-01,人民幣CNY/USD,35.6886053928675,1964-10-01,1964,10,35.6886053928675,100,-0
1964-11-01,人民幣CNY/USD,35.6886053928675,1964-11-01,1964,11,35.6886053928675,100,-0
1964-12-01,人民幣CNY/USD,35.6886053928675,1964-12-01,1964,12,35.6886053928675,100,-0
1965-01-01,人民幣CNY/USD,35.6886053928675,1965-01-01,1965,1,35.6886053928675,100,-0
1965-02-01,人民幣CNY/USD,35.6886053928675,1965-02-01,1965,2,35.6886053928675,100,-0
1965-03-01,人民幣CNY/USD,35.6886053928675,1965-03-01,1965,3,35.6886053928675,100,-0
1965-04-01,人民幣CNY/USD,35.6886053928675,1965-04-01,1965,4,35.6886053928675,100,-0
1965-05-01,人民幣CNY/USD,35.6886053928675,1965-05-01,1965,5,35.6886053928675,100,-0
1965-06-01,人民幣CNY/USD,35.6886053928675,1965-06-01,1965,6,35.6886053928675,100,-0
1965-07-01,人民幣CNY/USD,35.6886053928675,1965-07-01,1965,7,35.6886053928675,100,-0
1965-08-01,人民幣CNY/USD,35.6886053928675,1965-08-01,1965,8,35.6886053928675,100,-0
1965-09-01,人民幣CNY/USD,35.6886053928675,1965-09-01,1965,9,35.6886053928675,100,-0
1965-10-01,人民幣CNY/USD,35.6886053928675,1965-10-01,1965,10,35.6886053928675,100,-0
1965-11-01,人民幣CNY/USD,35.6886053928675,1965-11-01,1965,11,35.6886053928675,100,-0
1965-12-01,人民幣CNY/USD,35.6886053928675,1965-12-01,1965,12,35.6886053928675,100,-0
1966-01-01,人民幣CNY/USD,35.6886053928675,1966-01-01,1966,1,35.6886053928675,100,-0
1966-02-01,人民幣CNY/USD,35.6886053928675,1966-02-01,1966,2,35.6886053928675,100,-0
1966-03-01,人民幣CNY/USD,35.6886053928675,1966-03-01,1966,3,35.6886053928675,100,-0
1966-04-01,人民幣CNY/USD,35.6886053928675,1966-04-01,1966,4,35.6886053928675,100,-0
1966-05-01,人民幣CNY/USD,35.6886053928675,1966-05-01,1966,5,35.6886053928675,100,-0
1966-06-01,人民幣CNY/USD,35.6886053928675,1966-06-01,1966,6,35.6886053928675,100,-0
1966-07-01,人民幣CNY/USD,35.6886053928675,1966-07-01,1966,7,35.6886053928675,100,-0
1966-08-01,人民幣CNY/USD,35.6886053928675,1966-08-01,1966,8,35.6886053928675,100,-0
1966-09-01,人民幣CNY/USD,35.6886053928675,1966-09-01,1966,9,35.6886053928675,100,-0
1966-10-01,人民幣CNY/USD,35.6886053928675,1966-10-01,1966,10,35.6886053928675,100,-0
1966-11-01,人民幣CNY/USD,35.6886053928675,1966-11-01,1966,11,35.6886053928675,100,-0
1966-12-01,人民幣CNY/USD,35.6886053928675,1966-12-01,1966,12,35.6886053928675,100,-0
1967-01-01,人民幣CNY/USD,35.6886053928675,1967-01-01,1967,1,35.6886053928675,100,-0
1967-02-01,人民幣CNY/USD,35.6886053928675,1967-02-01,1967,2,35.6886053928675,100,-0
1967-03-01,人民幣CNY/USD,35.6886053928675,1967-03-01,1967,3,35.6886053928675,100,-0
1967-04-01,人民幣CNY/USD,35.6886053928675,1967-04-01,1967,4,35.6886053928675,100,-0
1967-05-01,人民幣CNY/USD,35.6886053928675,1967-05-01,1967,5,35.6886053928675,100,-0
1967-06-01,人民幣CNY/USD,35.6886053928675,1967-06-01,1967,6,35.6886053928675,100,-0
1967-07-01,人民幣CNY/USD,35.6886053928675,1967-07-01,1967,7,35.6886053928675,100,-0
1967-08-01,人民幣CNY/USD,35.6886053928675,1967-08-01,1967,8,35.6886053928675,100,-0
1967-09-01,人民幣CNY/USD,35.6886053928675,1967-09-01,1967,9,35.6886053928675,100,-0
1967-10-01,人民幣CNY/USD,35.6886053928675,1967-10-01,1967,10,35.6886053928675,100,-0
1967-11-01,人民幣CNY/USD,35.6886053928675,1967-11-01,1967,11,35.6886053928675,100,-0
1967-12-01,人民幣CNY/USD,35.6886053928675,1967-12-01,1967,12,35.6886053928675,100,-0
1968-01-01,人民幣CNY/USD,35.6886053928675,1968-01-01,1968,1,35.6886053928675,100,-0
1968-02-01,人民幣CNY/USD,35.6886053928675,1968-02-01,1968,2,35.6886053928675,100,-0
1968-03-01,人民幣CNY/USD,35.6886053928675,1968-03-01,1968,3,35.6886053928675,100,-0
1968-04-01,人民幣CNY/USD,35.6886053928675,1968-04-01,1968,4,35.6886053928675,100,-0
1968-05-01,人民幣CNY/USD,35.6886053928675,1968-05-01,1968,5,35.6886053928675,100,-0
1968-06-01,人民幣CNY/USD,35.6886053928675,1968-06-01,1968,6,35.6886053928675,100,-0
1968-07-01,人民幣CNY/USD,35.6886053928675,1968-07-01,1968,7,35.6886053928675,100,-0
1968-08-01,人民幣CNY/USD,35.6886053928675,1968-08-01,1968,8,35.6886053928675,100,-0
1968-09-01,人民幣CNY/USD,35.6886053928675,1968-09-01,1968,9,35.6886053928675,100,-0
1968-10-01,人民幣CNY/USD,35.6886053928675,1968-10-01,1968,10,35.6886053928675,100,-0
1968-11-01,人民幣CNY/USD,35.6886053928675,1968-11-01,1968,11,35.6886053928675,100,-0
1968-12-01,人民幣CNY/USD,35.6886053928675,1968-12-01,1968,12,35.6886053928675,100,-0
1969-01-01,人民幣CNY/USD,35.6886053928675,1969-01-01,1969,1,35.6886053928675,100,-0
1969-02-01,人民幣CNY/USD,35.6886053928675,1969-02-01,1969,2,35.6886053928675,100,-0
1969-03-01,人民幣CNY/USD,35.6886053928675,1969-03-01,1969,3,35.6886053928675,100,-0
1969-04-01,人民幣CNY/USD,35.6886053928675,1969-04-01,1969,4,35.6886053928675,100,-0
1969-05-01,人民幣CNY/USD,35.6886053928675,1969-05-01,1969,5,35.6886053928675,100,-0
1969-06-01,人民幣CNY/USD,35.6886053928675,1969-06-01,1969,6,35.6886053928675,100,-0
1969-07-01,人民幣CNY/USD,35.6886053928675,1969-07-01,1969,7,35.6886053928675,100,-0
1969-08-01,人民幣CNY/USD,35.6886053928675,1969-08-01,1969,8,35.6886053928675,100,-0
1969-09-01,人民幣CNY/USD,35.6886053928675,1969-09-01,1969,9,35.6886053928675,100,-0
1969-10-01,人民幣CNY/USD,35.6886053928675,1969-10-01,1969,10,35.6886053928675,100,-0
1969-11-01,人民幣CNY/USD,35.6886053928675,1969-11-01,1969,11,35.6886053928675,100,-0
1969-12-01,人民幣CNY/USD,35.6886053928675,1969-12-01,1969,12,35.6886053928675,100,-0
1970-01-01,人民幣CNY/USD,35.6886053928675,1970-01-01,1970,1,35.6886053928675,100,-0
1970-02-01,人民幣CNY/USD,35.6886053928675,1970-02-01,1970,2,35.6886053928675,100,-0
1970-03-01,人民幣CNY/USD,35.6886053928675,1970-03-01,1970,3,35.6886053928675,100,-0
1970-04-01,人民幣CNY/USD,35.6886053928675,1970-04-01,1970,4,35.6886053928675,100,-0
1970-05-01,人民幣CNY/USD,35.6886053928675,1970-05-01,1970,5,35.6886053928675,100,-0
1970-06-01,人民幣CNY/USD,35.6886053928675,1970-06-01,1970,6,35.6886053928675,100,-0
1970-07-01,人民幣CNY/USD,35.6886053928675,1970-07-01,1970,7,35.6886053928675,100,-0
1970-08-01,人民幣CNY/USD,35.6886053928675,1970-08-01,1970,8,35.6886053928675,100,-0
1970-09-01,人民幣CNY/USD,35.6886053928675,1970-09-01,1970,9,35.6886053928675,100,-0
1970-10-01,人民幣CNY/USD,35.6886053928675,1970-10-01,1970,10,35.6886053928675,100,-0
1970-11-01,人民幣CNY/USD,35.6886053928675,1970-11-01,1970,11,35.6886053928675,100,-0
1970-12-01,人民幣CNY/USD,35.6886053928675,1970-12-01,1970,12,35.6886053928675,100,-0
1971-01-01,人民幣CNY/USD,35.6886053928675,1971-01-01,1971,1,35.6886053928675,100,-0
1971-02-01,人民幣CNY/USD,35.6886053928675,1971-02-01,1971,2,35.6886053928675,100,-0
1971-03-01,人民幣CNY/USD,35.6886053928675,1971-03-01,1971,3,35.6886053928675,100,-0
1971-04-01,人民幣CNY/USD,35.6886053928675,1971-04-01,1971,4,35.6886053928675,100,-0
1971-05-01,人民幣CNY/USD,35.6886053928675,1971-05-01,1971,5,35.6886053928675,100,-0
1971-06-01,人民幣CNY/USD,35.6886053928675,1971-06-01,1971,6,35.6886053928675,100,-0
1971-07-01,人民幣CNY/USD,35.6886053928675,1971-07-01,1971,7,35.6886053928675,100,-0
1971-08-01,人民幣CNY/USD,35.6886053928675,1971-08-01,1971,8,35.6886053928675,100,-0
1971-09-01,人民幣CNY/USD,35.6886053928675,1971-09-01,1971,9,35.6886053928675,100,-0
1971-10-01,人民幣CNY/USD,35.6886053928675,1971-10-01,1971,10,35.6886053928675,100,-0
1971-11-01,人民幣CNY/USD,35.6886053928675,1971-11-01,1971,11,35.6886053928675,100,-0
1971-12-01,人民幣CNY/USD,35.6886053928675,1971-12-01,1971,12,35.6886053928675,100,-0
1972-01-01,人民幣CNY/USD,32.868947521020594,1972-01-01,1972,1,32.868947521020594,100,0.07900723048176116
1972-02-01,人民幣CNY/USD,32.868947521020594,1972-02-01,1972,2,32.868947521020594,100,-0
1972-03-01,人民幣CNY/USD,32.868947521020594,1972-03-01,1972,3,32.868947521020594,100,-0
1972-04-01,人民幣CNY/USD,32.868947521020594,1972-04-01,1972,4,32.868947521020594,100,-0
1972-05-01,人民幣CNY/USD,32.868947521020594,1972-05-01,1972,5,32.868947521020594,100,-0
1972-06-01,人民幣CNY/USD,32.868947521020594,1972-06-01,1972,6,32.868947521020594,100,-0
1972-07-01,人民幣CNY/USD,32.1455494346187,1972-07-01,1972,7,32.868947521020594,97.79914435672374,0.02200855643276257
1972-08-01,人民幣CNY/USD,32.1455494346187,1972-08-01,1972,8,32.868947521020594,97.79914435672374,-0
1972-09-01,人民幣CNY/USD,32.1455494346187,1972-09-01,1972,9,32.868947521020594,97.79914435672374,-0
1972-10-01,人民幣CNY/USD,32.1455494346187,1972-10-01,1972,10,32.868947521020594,97.79914435672374,-0
1972-11-01,人民幣CNY/USD,32.287619599883996,1972-11-01,1972,11,32.868947521020594,98.23137652714672,-0.00441959051140979
1972-12-01,人民幣CNY/USD,32.474630327631196,1972-12-01,1972,12,32.868947521020594,98.80033520045866,-0.00579202586206981
1973-01-01,人民幣CNY/USD,32.474630327631196,1973-01-01,1973,1,32.474630327631196,100,-0
1973-02-01,人民幣CNY/USD,30.871267033922898,1973-02-01,1973,2,32.474630327631196,95.06272041426729,0.049372795857327095
1973-03-01,人民幣CNY/USD,28.850391417802303,1973-03-01,1973,3,32.474630327631196,88.83978393821718,0.0654613759098373
1973-04-01,人民幣CNY/USD,29.086691794723095,1973-04-01,1973,4,32.474630327631196,89.56743002544525,-0.008190543188782559
1973-05-01,人民幣CNY/USD,28.751812119454904,1973-05-01,1973,5,32.474630327631196,88.53622606133652,0.011513157894736743
1973-06-01,人民幣CNY/USD,27.781965787184703,1973-06-01,1973,6,32.474630327631196,85.54975224320347,0.033731659355618664
